Id,SalePrice
1461,118105.5214305676
1462,100415.24236951931
1463,173571.2503806902
1464,199844.85372963618
1465,201470.27718936699
1466,184596.3762305749
1468,176510.73485489562
1469,210378.09003977757
1470,117183.95801670244
1471,210214.37808007188
1472,116414.23318255297
1473,94131.99460690841
1474,157834.0366926582
1475,119864.43890619115
1476,315268.93268664414
1477,251633.28384923236
1478,293624.99830785906
1479,274373.83353525563
1480,394133.99363886495
1481,294120.0301367836
1482,216643.5366273343
1483,172486.1651928625
1484,174914.3895445771
1485,209584.96017341502
1486,213433.4923417659
1487,298096.5788387405
1488,264350.636339589
1489,183907.87722631288
1490,232286.6502786565
1491,214003.3349854853
1492,87767.89152533351
1493,224597.34207259305
1494,299879.32045465615
1495,287416.33585279156
1496,226419.65933773806
1497,172322.71656479756
1498,163334.70185074932
1499,174604.91309709311
1500,161244.53455697908
1503,296435.9598633454
1504,255350.13437249046
1505,227170.54960438586
1507,249994.5589406239
1509,159580.11267621745
1510,148083.4456837885
1511,147388.49685106124
1512,189688.27373639704
1515,215562.95010726224
1516,170260.73376977397
1517,165956.0647098329
1518,113842.87553023128
1519,245623.58651220333
1521,114643.26394508593
1522,207352.56593599916
1523,78145.71632755059
1524,107839.82594163646
1525,92071.99419684219
1526,81139.30189418606
1527,91767.84909589379
1528,156926.66423731437
1529,130188.04546508845
1530,235089.71010896424
1531,145178.88763393927
1533,150363.4591063552
1534,133104.21393013303
1535,150142.00226780586
1537,32999.71794689633
1538,190105.25600971794
1539,238038.57537081814
1541,161085.3184806949
1542,138783.46762015414
1544,77355.23478846834
1545,139297.54603291466
1546,148442.72200266947
1547,145157.11500532995
1548,141107.93208331778
1549,129238.32335341629
1550,135633.83762556966
1551,138687.29646053235
1552,133327.07845516084
1554,126208.81105585187
1555,157866.8709958566
1556,76456.94248120324
1558,97054.64127135836
1560,127008.09717579233
1562,121084.49408778874
1563,115834.1980774717
1565,140568.0503896058
1567,60402.84409513697
1569,79112.77010747371
1570,149202.06225456903
1571,113667.32175484323
1572,138110.89393359143
1573,259081.34358614497
1575,248832.6338859927
1576,260159.1515477202
1577,201129.48448353447
1578,154050.04139943956
1579,134152.87862023292
1581,145355.78507121885
1582,130395.73698864202
1583,315370.1334560744
1584,230965.87997437688
1586,47780.741050493205
1587,98123.26187849045
1588,143536.3035532802
1589,99376.35476261354
1590,135132.7639680861
1592,122709.49347304762
1596,218720.07632330246
1597,169276.18120030663
1598,213356.7358161246
1599,209633.95118872426
1600,192685.19796590763
1601,20177.19809748768
1602,130222.04433670454
1603,57760.56068442599
1604,257520.29888306302
1605,277381.36786196264
1606,173220.84858148103
1608,231922.28188364045
1609,197842.79018723522
1610,154257.02662575315
1611,160543.61952756578
1612,159032.31390198227
1614,125514.94202490826
1617,62138.29205584386
1618,112365.25917137181
1619,153462.06979450746
1620,166635.76002702583
1621,139209.79185941
1622,124671.0595959581
1623,266838.4374449265
1624,215798.60794092878
1625,120109.02591063618
1626,197453.2978047307
1627,193240.1670493558
1629,199659.0180440473
1630,314264.2069556038
1631,214855.28883086308
1632,232882.84716257546
1633,196662.1456456536
1634,200317.84406326665
1636,166511.30526812584
1637,199620.41141155572
1639,199899.19477426703
1641,200785.3227783488
1642,234291.24563216255
1646,187103.2954085106
1647,179635.678705018
1650,116157.21961617866
1651,110903.87290284666
1652,124204.90027443226
1653,125301.23880249867
1654,158024.3568989113
1655,157211.75567105087
1656,149290.35746312537
1657,158769.91601854074
1658,151331.46926141717
1659,132868.4649673642
1661,380810.05890926695
1662,337107.56809930387
1663,330249.7715533953
1664,421826.74846103485
1665,289138.52102997876
1666,298252.1218477569
1667,320473.4129642779
1668,317471.9841816232
1669,303310.7018146722
1670,316262.87913749367
1671,262648.3583328142
1672,384011.03291882295
1673,293407.6040181301
